"identifier","family","family_long_name","base_control","enhancement","is_enhancement","sort_as","control_name","assessment_objective","examine","interview","test"
"CA-07","CA","ASSESSMENT, AUTHORIZATION, AND MONITORING","CA-07","","False","CA-07-00-00","Continuous Monitoring","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; organizational continuous monitoring strategy; system-level continuous monitoring strategy; procedures addressing continuous monitoring of system controls; procedures addressing configuration management; control assessment report; plan of action and milestones; system monitoring records; configuration management records; impact analyses; status reports; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with continuous monitoring responsibilities; organizational personnel with information security and privacy responsibilities; system/network administrators].","[SELECT FROM: Mechanisms implementing continuous monitoring; mechanisms supporting response actions to address assessment and monitoring results; mechanisms supporting security and privacy status reporting]."
"CA-07_ODP[01]","CA","","CA-07","","False","CA-07-00-01","","system-level metrics to be monitored are defined;","","",""
"CA-07_ODP[02]","CA","","CA-07","","False","CA-07-00-02","","frequencies at which to monitor control effectiveness are defined;","","",""
"CA-07_ODP[03]","CA","","CA-07","","False","CA-07-00-03","","frequencies at which to assess control effectiveness are defined;","","",""
"CA-07_ODP[04]","CA","","CA-07","","False","CA-07-00-04","","personnel or roles to whom the security status of the system is reported are defined;","","",""
"CA-07_ODP[05]","CA","","CA-07","","False","CA-07-00-05","","frequency at which the security status of the system is reported is defined;","","",""
"CA-07_ODP[06]","CA","","CA-07","","False","CA-07-00-06","","personnel or roles to whom the privacy status of the system is reported are defined;","","",""
"CA-07_ODP[07]","CA","","CA-07","","False","CA-07-00-07","","frequency at which the privacy status of the system is reported is defined;","","",""
"CA-07[01]","CA","","CA-07","","False","CA-07-00-08","","a system-level continuous monitoring strategy is developed;","","",""
"CA-07[02]","CA","","CA-07","","False","CA-07-00-09","","system-level continuous monitoring is implemented in accordance with the organization-level continuous monitoring strategy;","","",""
"CA-07a.","CA","","CA-07","","False","CA-07-00-10","","system-level continuous monitoring includes establishment of the following system-level metrics to be monitored: <CA-07_ODP[01] system-level metrics>;","","",""
"CA-07b.[01]","CA","","CA-07","","False","CA-07-00-11","","system-level continuous monitoring includes established <CA-07_ODP[02] frequencies> for monitoring;","","",""
"CA-07b.[02]","CA","","CA-07","","False","CA-07-00-12","","system-level continuous monitoring includes established <CA-07_ODP[03] frequencies> for assessment of control effectiveness;","","",""
"CA-07c.","CA","","CA-07","","False","CA-07-00-13","","system-level continuous monitoring includes ongoing control assessments in accordance with the continuous monitoring strategy;","","",""
"CA-07d.","CA","","CA-07","","False","CA-07-00-14","","system-level continuous monitoring includes ongoing monitoring of system and organization-defined metrics in accordance with the continuous monitoring strategy;","","",""
"CA-07e.","CA","","CA-07","","False","CA-07-00-15","","system-level continuous monitoring includes correlation and analysis of information generated by control assessments and monitoring;","","",""
"CA-07f.","CA","","CA-07","","False","CA-07-00-16","","system-level continuous monitoring includes response actions to address the results of the analysis of control assessment and monitoring information;","","",""
"CA-07g.[01]","CA","","CA-07","","False","CA-07-00-17","","system-level continuous monitoring includes reporting the security status of the system to <CA-07_ODP[04] personnel or roles> <CA-07_ODP[05] frequency>;","","",""
"CA-07g.[02]","CA","","CA-07","","False","CA-07-00-18","","system-level continuous monitoring includes reporting the privacy status of the system to <CA-07_ODP[06] personnel or roles> <CA-07_ODP[07] frequency>.","","",""
"CA-07(01)","CA","","CA-07","1","True","CA-07-01-00","Continuous Monitoring | Independent Assessment","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; organizational continuous monitoring strategy; system-level continuous monitoring strategy; procedures addressing continuous monitoring of system controls; control assessment report; plan of action and milestones; system monitoring records; impact analyses; status reports; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with continuous monitoring responsibilities; organizational personnel with information security and privacy responsibilities].",""
"CA-07(01)","CA","","CA-07","1","True","CA-07-01-01","","independent assessors or assessment teams are employed to monitor the controls in the system on an ongoing basis.","","",""
"CA-07(02)","CA","","CA-07","2","True","CA-07-02-00","Continuous Monitoring | Types of Assessments","[WITHDRAWN: Incorporated into CA-02.]","","",""
"CA-07(03)","CA","","CA-07","3","True","CA-07-03-00","Continuous Monitoring | Trend Analyses","Determine if:","[SELECT FROM: Organizational continuous monitoring strategy; system-level continuous monitoring strategy; assessment, authorization, and monitoring policy; procedures addressing continuous monitoring of system controls; privacy controls; assessment report; plan of action and milestones; system monitoring records; impact analyses; status reports; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with continuous monitoring responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms supporting trend analyses]."
"CA-07(03)[01]","CA","","CA-07","3","True","CA-07-03-01","","trend analysis is employed to determine if control implementations used in the continuous monitoring process need to be modified based on empirical data;","","",""
"CA-07(03)[02]","CA","","CA-07","3","True","CA-07-03-02","","trend analysis is employed to determine if the frequency of continuous monitoring activities used in the continuous monitoring process needs to be modified based on empirical data;","","",""
"CA-07(03)[03]","CA","","CA-07","3","True","CA-07-03-03","","trend analysis is employed to determine if the types of activities used in the continuous monitoring process need to be modified based on empirical data.","","",""
"CA-07(04)","CA","","CA-07","4","True","CA-07-04-00","Continuous Monitoring | Risk Monitoring","Determine if:","[SELECT FROM: Assessment, authorization, and monitoring policy; organizational continuous monitoring strategy; system-level continuous monitoring strategy; procedures addressing continuous monitoring of system controls; assessment report; plan of action and milestones; system monitoring records; impact analyses; status reports; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with continuous monitoring responsibilities; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Mechanisms supporting risk monitoring]."
